productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extAspect,extCardType,extTraits,extHP,extCost,extPower,extArenaType
540152,Inferno Four - Unforgetting,Inferno Four Unforgetting,https://tcgplayer-cdn.tcgplayer.com/product/540152_200w.jpg,79,23405,https://cpt.tcgcsv.com/35l6,2024-03-08T05:03:37.01,1,0.25,0.59,11.5,0.51,,Foil,Uncommon,031/252,<strong>When Played/When Defeated:</strong> Look at the top 2 cards of your deck. Put any number of them on the bottom of your deck and the rest on top in any order.,Vigilance;Villainy,Unit,Fighter;Imperial;Vehicle,3,2,2,Space
540153,Scout Bike Pursuer,Scout Bike Pursuer,https://tcgplayer-cdn.tcgplayer.com/product/540153_200w.jpg,79,23405,https://cpt.tcgcsv.com/55l6,2024-03-08T05:03:37.01,1,0.01,0.3,11.5,0.21,,Foil,Common,032/252,<strong>Grit</strong> <em>(This unit gets +1/+0 for each damage on it.)</em>,Vigilance;Villainy,Unit,Imperial;Trooper,4,2,1,Ground
540153,Scout Bike Pursuer,Scout Bike Pursuer,https://tcgplayer-cdn.tcgplayer.com/product/540153_200w.jpg,79,23405,https://cpt.tcgcsv.com/55l6,2024-03-08T05:03:37.01,1,0.03,0.15,2.0,0.07,,Normal,Common,032/252,<strong>Grit</strong> <em>(This unit gets +1/+0 for each damage on it.)</em>,Vigilance;Villainy,Unit,Imperial;Trooper,4,2,1,Ground
540154,Death Trooper,Death Trooper,https://tcgplayer-cdn.tcgplayer.com/product/540154_200w.jpg,79,23405,https://cpt.tcgcsv.com/65l6,2024-03-08T05:03:37.01,1,0.04,0.25,5.17,0.17,,Foil,Common,033/252,<strong>When Played:</strong> Deal 2 damage to a friendly ground unit and 2 damage to an enemy ground unit.,Vigilance;Villainy,Unit,Imperial;Trooper,3,3,3,Ground
540154,Death Trooper,Death Trooper,https://tcgplayer-cdn.tcgplayer.com/product/540154_200w.jpg,79,23405,https://cpt.tcgcsv.com/65l6,2024-03-08T05:03:37.01,1,0.01,0.15,2.0,0.1,,Normal,Common,033/252,<strong>When Played:</strong> Deal 2 damage to a friendly ground unit and 2 damage to an enemy ground unit.,Vigilance;Villainy,Unit,Imperial;Trooper,3,3,3,Ground
540155,Del Meeko - Providing Overwatch,Del Meeko Providing Overwatch,https://tcgplayer-cdn.tcgplayer.com/product/540155_200w.jpg,79,23405,https://cpt.tcgcsv.com/75l6,2024-03-08T05:03:37.01,1,0.64,1.35,6.12,1.17,,Normal,Rare,034/252,"<strong>Restore 1</strong> <em>(When this unit attacks, heal 1 damage from your base.)</em><br>Each event an opponent plays costs 1 more.",Vigilance;Villainy,Unit,Imperial;Trooper,3,3,3,Ground
540155,Del Meeko - Providing Overwatch,Del Meeko Providing Overwatch,https://tcgplayer-cdn.tcgplayer.com/product/540155_200w.jpg,79,23405,https://cpt.tcgcsv.com/75l6,2024-03-08T05:03:37.01,1,1.0,1.66,7.5,1.39,,Foil,Rare,034/252,"<strong>Restore 1</strong> <em>(When this unit attacks, heal 1 damage from your base.)</em><br>Each event an opponent plays costs 1 more.",Vigilance;Villainy,Unit,Imperial;Trooper,3,3,3,Ground
540156,Lieutenant Childsen - Death Star Prison Warden,Lieutenant Childsen Death Star Prison Warden,https://tcgplayer-cdn.tcgplayer.com/product/540156_200w.jpg,79,23405,https://cpt.tcgcsv.com/85l6,2024-03-08T05:03:37.01,1,0.1,0.32,3.0,0.26,,Foil,Uncommon,035/252,"<strong>Sentinel</strong> <em>(Units in this arena can't attack your non-Sentinel units or your base.)</em><br><strong>When Played:</strong> Reveal up to 4 [Vigilance] cards from your hand. For each card revealed this way, give an Experience token to this unit.",Vigilance;Villainy,Unit,Imperial;Official,2,4,2,Ground
540156,Lieutenant Childsen - Death Star Prison Warden,Lieutenant Childsen Death Star Prison Warden,https://tcgplayer-cdn.tcgplayer.com/product/540156_200w.jpg,79,23405,https://cpt.tcgcsv.com/85l6,2024-03-08T05:03:37.01,1,0.05,0.25,5.23,0.23,,Normal,Uncommon,035/252,"<strong>Sentinel</strong> <em>(Units in this arena can't attack your non-Sentinel units or your base.)</em><br><strong>When Played:</strong> Reveal up to 4 [Vigilance] cards from your hand. For each card revealed this way, give an Experience token to this unit.",Vigilance;Villainy,Unit,Imperial;Official,2,4,2,Ground
540157,Gideon Hask - Ruthless Loyalist,Gideon Hask Ruthless Loyalist,https://tcgplayer-cdn.tcgplayer.com/product/540157_200w.jpg,79,23405,https://cpt.tcgcsv.com/95l6,2024-03-08T05:03:37.01,1,1.62,2.33,8.0,2.11,,Normal,Rare,036/252,<strong>When an enemy unit is defeated:</strong> Give an Experience token to a friendly unit.,Vigilance;Villainy,Unit,Imperial;Trooper,5,5,5,Ground
540157,Gideon Hask - Ruthless Loyalist,Gideon Hask Ruthless Loyalist,https://tcgplayer-cdn.tcgplayer.com/product/540157_200w.jpg,79,23405,https://cpt.tcgcsv.com/95l6,2024-03-08T05:03:37.01,1,1.99,2.93,9.99,2.25,,Foil,Rare,036/252,<strong>When an enemy unit is defeated:</strong> Give an Experience token to a friendly unit.,Vigilance;Villainy,Unit,Imperial;Trooper,5,5,5,Ground
540158,Academy Defense Walker,Academy Defense Walker,https://tcgplayer-cdn.tcgplayer.com/product/540158_200w.jpg,79,23405,https://cpt.tcgcsv.com/b5l6,2024-03-08T05:03:37.01,1,0.02,0.25,11.5,0.17,,Foil,Common,037/252,<strong>Sentinel</strong> <em>(Units in this arena can't attack your non-Sentinel units or your base.)</em><br><strong>When Played:</strong> Give an Experience token to each friendly damaged unit.,Vigilance;Villainy,Unit,Imperial;Vehicle;Walker,5,6,5,Ground
540158,Academy Defense Walker,Academy Defense Walker,https://tcgplayer-cdn.tcgplayer.com/product/540158_200w.jpg,79,23405,https://cpt.tcgcsv.com/b5l6,2024-03-08T05:03:37.01,1,0.01,0.15,2.0,0.09,,Normal,Common,037/252,<strong>Sentinel</strong> <em>(Units in this arena can't attack your non-Sentinel units or your base.)</em><br><strong>When Played:</strong> Give an Experience token to each friendly damaged unit.,Vigilance;Villainy,Unit,Imperial;Vehicle;Walker,5,6,5,Ground
540159,Count Dooku - Darth Tyranus,Count Dooku Darth Tyranus,https://tcgplayer-cdn.tcgplayer.com/product/540159_200w.jpg,79,23405,https://cpt.tcgcsv.com/c5l6,2024-03-08T05:03:37.01,1,1.0,2.01,6.0,1.63,,Normal,Rare,038/252,"<strong>Shielded</strong> <em>(When you play this unit, give him a Shield token.)</em><br><strong>When Played:</strong> You may defeat a unit with 4 or less remaining HP.",Vigilance;Villainy,Unit,Force;Separatist;Sith,4,7,5,Ground
540159,Count Dooku - Darth Tyranus,Count Dooku Darth Tyranus,https://tcgplayer-cdn.tcgplayer.com/product/540159_200w.jpg,79,23405,https://cpt.tcgcsv.com/c5l6,2024-03-08T05:03:37.01,1,1.75,2.99,10.0,2.58,,Foil,Rare,038/252,"<strong>Shielded</strong> <em>(When you play this unit, give him a Shield token.)</em><br><strong>When Played:</strong> You may defeat a unit with 4 or less remaining HP.",Vigilance;Villainy,Unit,Force;Separatist;Sith,4,7,5,Ground
540160,AT-AT Suppressor,AT AT Suppressor,https://tcgplayer-cdn.tcgplayer.com/product/540160_200w.jpg,79,23405,https://cpt.tcgcsv.com/d5l6,2024-03-08T05:03:37.01,1,0.01,0.28,5.2,0.2,,Foil,Uncommon,039/252,<strong>When Played:</strong> Exhaust all ground units.,Vigilance;Villainy,Unit,Imperial;Vehicle;Walker,8,8,8,Ground
540160,AT-AT Suppressor,AT AT Suppressor,https://tcgplayer-cdn.tcgplayer.com/product/540160_200w.jpg,79,23405,https://cpt.tcgcsv.com/d5l6,2024-03-08T05:03:37.01,1,0.04,0.2,1.47,0.13,,Normal,Uncommon,039/252,<strong>When Played:</strong> Exhaust all ground units.,Vigilance;Villainy,Unit,Imperial;Vehicle;Walker,8,8,8,Ground
540161,Avenger - Hunting Star Destroyer,Avenger Hunting Star Destroyer,https://tcgplayer-cdn.tcgplayer.com/product/540161_200w.jpg,79,23405,https://cpt.tcgcsv.com/f5l6,2024-03-12T17:36:29.02,1,23.37,28.15,99.99,24.8,,Normal,Legendary,040/252,<strong>When Played/On Attack:</strong> An opponent chooses a non-leader unit they control. Defeat that unit.,Vigilance;Villainy,Unit,Capital Ship;Imperial;Vehicle,8,9,8,Space
540161,Avenger - Hunting Star Destroyer,Avenger Hunting Star Destroyer,https://tcgplayer-cdn.tcgplayer.com/product/540161_200w.jpg,79,23405,https://cpt.tcgcsv.com/f5l6,2024-03-12T17:36:29.02,1,25.99,30.0,99.99,30.49,,Foil,Legendary,040/252,<strong>When Played/On Attack:</strong> An opponent chooses a non-leader unit they control. Defeat that unit.,Vigilance;Villainy,Unit,Capital Ship;Imperial;Vehicle,8,9,8,Space
540162,Power of the Dark Side,Power of the Dark Side,https://tcgplayer-cdn.tcgplayer.com/product/540162_200w.jpg,79,23405,https://cpt.tcgcsv.com/g5l6,2024-03-08T05:03:37.01,1,0.2,0.75,5.74,0.74,,Normal,Uncommon,041/252,An opponent chooses a unit they control. Defeat that unit.,Vigilance;Villainy,Event,Innate,,3,,
540162,Power of the Dark Side,Power of the Dark Side,https://tcgplayer-cdn.tcgplayer.com/product/540162_200w.jpg,79,23405,https://cpt.tcgcsv.com/g5l6,2024-03-08T05:03:37.01,1,0.62,1.07,4.99,1.1,,Foil,Uncommon,041/252,An opponent chooses a unit they control. Defeat that unit.,Vigilance;Villainy,Event,Innate,,3,,
540163,Search Your Feelings,Search Your Feelings,https://tcgplayer-cdn.tcgplayer.com/product/540163_200w.jpg,79,23405,https://cpt.tcgcsv.com/h5l6,2024-03-08T05:03:37.01,1,0.99,1.86,11.61,1.6,,Foil,Rare,042/252,"Search your deck for a card and draw it. <em>(Then, shuffle your deck.)</em>",Vigilance;Villainy,Event,Innate,,4,,
540163,Search Your Feelings,Search Your Feelings,https://tcgplayer-cdn.tcgplayer.com/product/540163_200w.jpg,79,23405,https://cpt.tcgcsv.com/h5l6,2024-03-08T05:03:37.01,1,0.25,1.14,6.0,1.08,,Normal,Rare,042/252,"Search your deck for a card and draw it. <em>(Then, shuffle your deck.)</em>",Vigilance;Villainy,Event,Innate,,4,,
540164,Superlaser Blast,Superlaser Blast,https://tcgplayer-cdn.tcgplayer.com/product/540164_200w.jpg,79,23405,https://cpt.tcgcsv.com/j5l6,2024-03-08T05:03:37.01,1,17.25,22.5,99.99,21.58,,Normal,Legendary,043/252,Defeat all units.,Vigilance;Villainy,Event,Tactic;Disaster,,8,,
540164,Superlaser Blast,Superlaser Blast,https://tcgplayer-cdn.tcgplayer.com/product/540164_200w.jpg,79,23405,https://cpt.tcgcsv.com/j5l6,2024-03-08T05:03:37.01,1,20.99,24.36,40.0,22.79,,Foil,Legendary,043/252,Defeat all units.,Vigilance;Villainy,Event,Tactic;Disaster,,8,,
540165,Restored ARC-170,Restored ARC 170,https://tcgplayer-cdn.tcgplayer.com/product/540165_200w.jpg,79,23405,https://cpt.tcgcsv.com/k5l6,2024-03-08T05:03:37.01,1,0.05,0.25,11.5,0.18,,Foil,Common,044/252,"<strong>Restore 1</strong> <em>(When this unit attacks, heal 1 damage from your base.)</em>",Heroism;Vigilance,Unit,Fighter;Rebel;Vehicle,3,2,2,Space
540165,Restored ARC-170,Restored ARC 170,https://tcgplayer-cdn.tcgplayer.com/product/540165_200w.jpg,79,23405,https://cpt.tcgcsv.com/k5l6,2024-03-08T05:03:37.01,1,0.01,0.15,2.0,0.07,,Normal,Common,044/252,"<strong>Restore 1</strong> <em>(When this unit attacks, heal 1 damage from your base.)</em>",Heroism;Vigilance,Unit,Fighter;Rebel;Vehicle,3,2,2,Space
540166,Yoda - Old Master,Yoda Old Master,https://tcgplayer-cdn.tcgplayer.com/product/540166_200w.jpg,79,23405,https://cpt.tcgcsv.com/l5l6,2024-03-08T05:03:37.01,1,0.1,0.25,1.42,0.18,,Normal,Uncommon,045/252,"<strong>Restore 2</strong> <em>(When this unit attacks, heal 2 damage from your base.)</em><br><strong>When Defeated:</strong> Choose any number of players. They each draw a card.",Heroism;Vigilance,Unit,Force;Jedi,4,3,2,Ground
540166,Yoda - Old Master,Yoda Old Master,https://tcgplayer-cdn.tcgplayer.com/product/540166_200w.jpg,79,23405,https://cpt.tcgcsv.com/l5l6,2024-03-08T05:03:37.01,1,0.15,0.4,11.5,0.31,,Foil,Uncommon,045/252,"<strong>Restore 2</strong> <em>(When this unit attacks, heal 2 damage from your base.)</em><br><strong>When Defeated:</strong> Choose any number of players. They each draw a card.",Heroism;Vigilance,Unit,Force;Jedi,4,3,2,Ground
540167,Consular Security Force,Consular Security Force,https://tcgplayer-cdn.tcgplayer.com/product/540167_200w.jpg,79,23405,https://cpt.tcgcsv.com/m5l6,2024-03-08T05:03:37.01,1,0.01,0.25,2.0,0.15,,Foil,Common,046/252,,Heroism;Vigilance,Unit,Rebel;Trooper,7,4,3,Ground
540167,Consular Security Force,Consular Security Force,https://tcgplayer-cdn.tcgplayer.com/product/540167_200w.jpg,79,23405,https://cpt.tcgcsv.com/m5l6,2024-03-08T05:03:37.01,1,0.01,0.15,2.0,0.05,,Normal,Common,046/252,,Heroism;Vigilance,Unit,Rebel;Trooper,7,4,3,Ground
540168,Kanan Jarrus - Revealed Jedi,Kanan Jarrus Revealed Jedi,https://tcgplayer-cdn.tcgplayer.com/product/540168_200w.jpg,79,23405,https://cpt.tcgcsv.com/n5l6,2024-03-12T18:00:19.78,1,0.18,0.5,1.62,0.56,,Normal,Uncommon,047/252,<strong>On Attack:</strong> You may discard 1 card from the defending player's deck for each friendly Spectre unit. Heal 1 damage from your base for each different aspect among the discarded cards.,Heroism;Vigilance,Unit,Force;Jedi;Rebel;Spectre,5,4,4,Ground
540168,Kanan Jarrus - Revealed Jedi,Kanan Jarrus Revealed Jedi,https://tcgplayer-cdn.tcgplayer.com/product/540168_200w.jpg,79,23405,https://cpt.tcgcsv.com/n5l6,2024-03-12T18:00:19.78,1,0.23,0.66,3.99,0.55,,Foil,Uncommon,047/252,<strong>On Attack:</strong> You may discard 1 card from the defending player's deck for each friendly Spectre unit. Heal 1 damage from your base for each different aspect among the discarded cards.,Heroism;Vigilance,Unit,Force;Jedi;Rebel;Spectre,5,4,4,Ground
540169,Vigilant Honor Guards,Vigilant Honor Guards,https://tcgplayer-cdn.tcgplayer.com/product/540169_200w.jpg,79,23405,https://cpt.tcgcsv.com/p5l6,2024-03-12T18:01:01.463,1,0.05,0.2,5.17,0.17,,Foil,Common,048/252,"While this unit is undamaged, it gains <strong>Sentinel</strong>. <em>(Units in this arena can't attack your non-Sentinel units or your base.)</em>",Heroism;Vigilance,Unit,Rebel,6,5,4,Ground
540169,Vigilant Honor Guards,Vigilant Honor Guards,https://tcgplayer-cdn.tcgplayer.com/product/540169_200w.jpg,79,23405,https://cpt.tcgcsv.com/p5l6,2024-03-12T18:01:01.463,1,0.01,0.15,2.0,0.06,,Normal,Common,048/252,"While this unit is undamaged, it gains <strong>Sentinel</strong>. <em>(Units in this arena can't attack your non-Sentinel units or your base.)</em>",Heroism;Vigilance,Unit,Rebel,6,5,4,Ground
540170,Obi-Wan Kenobi - Following Fate,Obi Wan Kenobi Following Fate,https://tcgplayer-cdn.tcgplayer.com/product/540170_200w.jpg,79,23405,https://cpt.tcgcsv.com/q5l6,2024-03-08T05:03:37.01,1,1.0,1.78,8.0,1.81,,Foil,Rare,049/252,"<strong>Sentinel</strong> <em>(Units in this arena can't attack your non-Sentinel units or your base.)</em><br><strong>When Defeated:</strong> Give 2 Experience tokens to another friendly unit. If it's a Force unit, draw a card.",Heroism;Vigilance,Unit,Force;Jedi,6,6,4,Ground
540170,Obi-Wan Kenobi - Following Fate,Obi Wan Kenobi Following Fate,https://tcgplayer-cdn.tcgplayer.com/product/540170_200w.jpg,79,23405,https://cpt.tcgcsv.com/q5l6,2024-03-08T05:03:37.01,1,0.63,1.55,5.84,1.54,,Normal,Rare,049/252,"<strong>Sentinel</strong> <em>(Units in this arena can't attack your non-Sentinel units or your base.)</em><br><strong>When Defeated:</strong> Give 2 Experience tokens to another friendly unit. If it's a Force unit, draw a card.",Heroism;Vigilance,Unit,Force;Jedi,6,6,4,Ground
540171,The Ghost - Spectre Home Base,The Ghost Spectre Home Base,https://tcgplayer-cdn.tcgplayer.com/product/540171_200w.jpg,79,23405,https://cpt.tcgcsv.com/r5l6,2024-03-08T05:03:37.01,1,0.05,0.25,1.37,0.18,,Normal,Uncommon,050/252,"<strong>Shielded</strong> <em>(When you play this unit, give a Shield token to it.)</em><br><strong>When Played/On Attack:</strong> You may give a Shield token to another Spectre unit.",Heroism;Vigilance,Unit,Rebel;Spectre;Transport;Vehicle,5,6,5,Space
540171,The Ghost - Spectre Home Base,The Ghost Spectre Home Base,https://tcgplayer-cdn.tcgplayer.com/product/540171_200w.jpg,79,23405,https://cpt.tcgcsv.com/r5l6,2024-03-08T05:03:37.01,1,0.15,0.44,5.36,0.36,,Foil,Uncommon,050/252,"<strong>Shielded</strong> <em>(When you play this unit, give a Shield token to it.)</em><br><strong>When Played/On Attack:</strong> You may give a Shield token to another Spectre unit.",Heroism;Vigilance,Unit,Rebel;Spectre;Transport;Vehicle,5,6,5,Space
540172,Luke Skywalker - Jedi Knight,Luke Skywalker Jedi Knight,https://tcgplayer-cdn.tcgplayer.com/product/540172_200w.jpg,79,23405,https://cpt.tcgcsv.com/s5l6,2024-03-08T05:03:37.01,1,38.52,47.31,99.99,44.38,,Foil,Legendary,051/252,"<strong>Restore 3</strong><br><strong>When Played:</strong> Give an enemy unit -3/-3 for this phase. If a friendly unit was defeated this phase, give that enemy unit -6/-6 for this phase instead.",Heroism;Vigilance,Unit,Force;Jedi;Rebel,7,7,6,Ground
540172,Luke Skywalker - Jedi Knight,Luke Skywalker Jedi Knight,https://tcgplayer-cdn.tcgplayer.com/product/540172_200w.jpg,79,23405,https://cpt.tcgcsv.com/s5l6,2024-03-08T05:03:37.01,1,38.75,49.05,80.0,39.31,,Normal,Legendary,051/252,"<strong>Restore 3</strong><br><strong>When Played:</strong> Give an enemy unit -3/-3 for this phase. If a friendly unit was defeated this phase, give that enemy unit -6/-6 for this phase instead.",Heroism;Vigilance,Unit,Force;Jedi;Rebel,7,7,6,Ground
540173,Redemption - Medical Frigate,Redemption Medical Frigate,https://tcgplayer-cdn.tcgplayer.com/product/540173_200w.jpg,79,23405,https://cpt.tcgcsv.com/t5l6,2024-03-08T05:03:37.01,1,1.0,1.8,8.68,1.71,,Normal,Rare,052/252,<strong>Sentinel</strong> <em>(Units in this arena can't attack your non-Sentinel units or your base.)</em><br><strong>When Played:</strong> Heal up to 8 total damage from any number of units and/or bases. Deal that much damage to this unit.,Heroism;Vigilance,Unit,Capital Ship;Rebel;Vehicle,9,8,6,Space
540173,Redemption - Medical Frigate,Redemption Medical Frigate,https://tcgplayer-cdn.tcgplayer.com/product/540173_200w.jpg,79,23405,https://cpt.tcgcsv.com/t5l6,2024-03-08T05:03:37.01,1,1.25,2.0,7.5,1.88,,Foil,Rare,052/252,<strong>Sentinel</strong> <em>(Units in this arena can't attack your non-Sentinel units or your base.)</em><br><strong>When Played:</strong> Heal up to 8 total damage from any number of units and/or bases. Deal that much damage to this unit.,Heroism;Vigilance,Unit,Capital Ship;Rebel;Vehicle,9,8,6,Space
540174,Luke's Lightsaber,Lukes Lightsaber,https://tcgplayer-cdn.tcgplayer.com/product/540174_200w.jpg,79,23405,https://cpt.tcgcsv.com/v5l6,2024-03-08T05:03:37.01,1,0.09,0.59,2.0,0.4,,Normal,Special,053/252,"Attach to a non-Vehicle unit.<br><strong>When Played:</strong> If attached unit is Luke Skywalker, heal all damage from him and give a Shield token to him.",Heroism;Vigilance,Upgrade,Item;Lightsaber;Weapon,1,2,3,
